date,fund,asset_class,currency,type,amount,local_amount
2024-10-23,판교 코어플러스 10호,부동산,KRW,분배,3,3
2024-10-24,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,34,34
2024-10-25,태백 세컨더리 16호,사모벤처,KRW,분배,10,10
2024-10-25,동해 신재생 16호,인프라,KRW,집행,7,7
2024-10-26,동해 신재생 12호,인프라,KRW,집행,10,10
2024-10-27,오대 스페셜시츄에이션 13호,사모벤처,USD,집행,6,0.5
2024-11-03,판교 코어플러스 2호,부동산,USD,분배,4,0.3
2024-11-03,판교 코어플러스 14호,부동산,USD,집행,7,0.5
2024-11-05,태백 세컨더리 9호,사모벤처,KRW,분배,20,20
2024-11-05,지리 미드캡 19호,사모벤처,KRW,집행,13,13
2024-11-07,동해 신재생 8호,인프라,KRW,분배,4,4
2024-11-08,송도 리츠 3호,부동산,KRW,분배,3,3
2024-11-08,설악 바이아웃 15호,사모벤처,USD,집행,7,0.5
2024-11-09,한라 메자닌 18호,사모벤처,USD,집행,5,0.4
2024-11-10,지리 미드캡 12호,사모벤처,USD,집행,8,0.6
2024-11-12,동해 신재생 16호,인프라,KRW,집행,11,11
2024-11-12,지리 미드캡 26호,사모벤처,KRW,집행,25,25
2024-11-13,백두 벤처 24호,사모벤처,USD,집행,14,1.1
2024-11-14,오대 스페셜시츄에이션 27호,사모벤처,KRW,약정,440,440
2024-11-15,백두 벤처 17호,사모벤처,KRW,분배,11,11
2024-11-16,서해 에너지 9호,인프라,KRW,분배,3,3
2024-11-16,남산 오피스 16호,부동산,EUR,집행,10,0.7
2024-11-17,서해 에너지 13호,인프라,KRW,집행,6,6
2024-11-17,한라 메자닌 25호,사모벤처,KRW,집행,29,29
2024-11-18,지리 미드캡 12호,사모벤처,USD,분배,19,1.4
2024-11-20,판교 코어플러스 10호,부동산,KRW,분배,6,6
2024-11-21,남산 오피스 8호,부동산,EUR,분배,3,0.2
2024-11-21,해운대 물류 9호,부동산,KRW,분배,3,3
2024-11-23,남산 오피스 12호,부동산,USD,집행,13,1.0
2024-11-26,호남 데이터센터 15호,인프라,EUR,집행,17,1.2
2024-11-27,영남 교통 2호,인프라,USD,분배,3,0.2
2024-12-03,한라 메자닌 18호,사모벤처,USD,분배,15,1.1
2024-12-04,태백 세컨더리 9호,사모벤처,KRW,분배,22,22
2024-12-04,호남 데이터센터 15호,인프라,EUR,집행,12,0.9
2024-12-05,영남 교통 6호,인프라,USD,분배,3,0.2
2024-12-05,판교 코어플러스 14호,부동산,USD,집행,7,0.5
2024-12-06,오대 스페셜시츄에이션 27호,사모벤처,KRW,집행,8,8
2024-12-10,남산 오피스 12호,부동산,USD,분배,4,0.3
2024-12-10,태백 세컨더리 16호,사모벤처,KRW,분배,13,13
2024-12-12,설악 바이아웃 15호,사모벤처,USD,분배,11,0.8
2024-12-12,해운대 물류 9호,부동산,KRW,분배,4,4
2024-12-14,태백 세컨더리 23호,사모벤처,EUR,집행,20,1.5
2024-12-17,백두 벤처 24호,사모벤처,USD,집행,8,0.6
2024-12-20,판교 코어플러스 2호,부동산,USD,분배,3,0.2
2024-12-20,한강 그로스 28호,사모벤처,USD,약정,610,45.5
2024-12-21,오대 스페셜시츄에이션 13호,사모벤처,USD,분배,8,0.6
2024-12-21,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,28,28
2024-12-23,서해 에너지 13호,인프라,KRW,집행,6,6
2024-12-25,동해 신재생 16호,인프라,KRW,집행,6,6
2024-12-27,오대 스페셜시츄에이션 6호,사모벤처,KRW,분배,10,10
2024-12-27,지리 미드캡 19호,사모벤처,KRW,분배,6,6
2024-12-27,한라 메자닌 4호,사모벤처,USD,분배,11,0.8
2024-12-27,한강 그로스 21호,사모벤처,EUR,집행,26,1.9
2025-01-03,설악 바이아웃 15호,사모벤처,USD,분배,7,0.5
2025-01-03,한라 메자닌 4호,사모벤처,USD,분배,16,1.2
2025-01-03,해운대 물류 17호,부동산,KRW,집행,37,37
2025-01-04,백두 벤처 3호,사모벤처,KRW,분배,11,11
2025-01-05,영남 교통 6호,인프라,USD,분배,7,0.5
2025-01-06,지리 미드캡 26호,사모벤처,KRW,집행,18,18
2025-01-07,한강 그로스 7호,사모벤처,KRW,분배,14,14
2025-01-07,한라 메자닌 18호,사모벤처,USD,집행,9,0.7
2025-01-08,지리 미드캡 19호,사모벤처,KRW,집행,11,11
2025-01-09,태백 세컨더리 16호,사모벤처,KRW,분배,8,8
2025-01-09,남산 오피스 12호,부동산,USD,집행,10,0.7
2025-01-09,설악 바이아웃 15호,사모벤처,USD,집행,5,0.4
2025-01-11,송도 리츠 15호,부동산,KRW,집행,8,8
2025-01-14,영남 교통 10호,인프라,KRW,분배,3,3
2025-01-14,지리 미드캡 12호,사모벤처,USD,집행,7,0.5
2025-01-15,서해 에너지 9호,인프라,KRW,분배,4,4
2025-01-16,한라 메자닌 11호,사모벤처,KRW,분배,17,17
2025-01-16,호남 데이터센터 11호,인프라,KRW,집행,34,34
2025-01-17,동해 신재생 12호,인프라,KRW,집행,13,13
2025-01-17,판교 코어플러스 14호,부동산,USD,집행,7,0.5
2025-01-18,한강 그로스 14호,사모벤처,USD,집행,5,0.4
2025-01-19,한라 메자닌 25호,사모벤처,KRW,집행,24,24
2025-01-19,해운대 물류 13호,부동산,EUR,집행,11,0.8
2025-01-20,동해 신재생 12호,인프라,KRW,분배,5,5
2025-01-20,해운대 물류 9호,부동산,KRW,분배,5,5
2025-01-22,오대 스페셜시츄에이션 13호,사모벤처,USD,집행,5,0.4
2025-01-22,한강 그로스 21호,사모벤처,EUR,집행,10,0.7
2025-01-23,영남 교통 2호,인프라,USD,분배,3,0.2
2025-01-25,호남 데이터센터 15호,인프라,EUR,집행,12,0.9
2025-01-27,동해 신재생 16호,인프라,KRW,집행,6,6
2025-02-03,서해 에너지 5호,인프라,USD,분배,3,0.2
2025-02-04,판교 코어플러스 14호,부동산,USD,집행,6,0.5
2025-02-06,영남 교통 6호,인프라,USD,분배,6,0.5
2025-02-06,해운대 물류 9호,부동산,KRW,분배,4,4
2025-02-06,해운대 물류 17호,부동산,KRW,집행,17,17
2025-02-07,백두 벤처 24호,사모벤처,USD,집행,20,1.5
2025-02-07,오대 스페셜시츄에이션 27호,사모벤처,KRW,집행,22,22
2025-02-07,태백 세컨더리 16호,사모벤처,KRW,집행,16,16
2025-02-08,서해 에너지 1호,인프라,EUR,분배,5,0.4
2025-02-08,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,18,18
2025-02-08,한라 메자닌 18호,사모벤처,USD,집행,6,0.5
2025-02-09,동해 신재생 4호,인프라,USD,분배,3,0.2
2025-02-10,호남 데이터센터 11호,인프라,KRW,집행,6,6
2025-02-12,한라 메자닌 25호,사모벤처,KRW,집행,16,16
2025-02-13,동해 신재생 16호,인프라,KRW,집행,10,10
2025-02-14,판교 코어플러스 14호,부동산,USD,분배,4,0.3
2025-02-14,영남 교통 14호,인프라,EUR,집행,27,2.0
2025-02-15,지리 미드캡 19호,사모벤처,KRW,집행,6,6
2025-02-17,한강 그로스 14호,사모벤처,USD,분배,4,0.3
2025-02-17,해운대 물류 1호,부동산,KRW,분배,3,3
2025-02-18,오대 스페셜시츄에이션 13호,사모벤처,USD,분배,9,0.7
2025-02-19,서해 에너지 13호,인프라,KRW,집행,12,12
2025-02-22,지리 미드캡 5호,사모벤처,KRW,분배,12,12
2025-02-22,해운대 물류 13호,부동산,EUR,분배,3,0.2
2025-02-26,태백 세컨더리 9호,사모벤처,KRW,분배,13,13
2025-02-26,한강 그로스 28호,사모벤처,USD,집행,28,2.1
2025-02-27,백두 벤처 3호,사모벤처,KRW,분배,13,13
2025-02-27,한강 그로스 21호,사모벤처,EUR,집행,8,0.6
2025-03-03,설악 바이아웃 29호,사모벤처,USD,약정,480,36.5
2025-03-05,남산 오피스 16호,부동산,EUR,집행,36,2.6
2025-03-05,한라 메자닌 25호,사모벤처,KRW,집행,14,14
2025-03-06,판교 코어플러스 2호,부동산,USD,분배,3,0.2
2025-03-06,한강 그로스 28호,사모벤처,USD,집행,15,1.1
2025-03-07,태백 세컨더리 16호,사모벤처,KRW,분배,9,9
2025-03-07,백두 벤처 24호,사모벤처,USD,집행,12,0.9
2025-03-07,지리 미드캡 26호,사모벤처,KRW,집행,25,25
2025-03-09,지리 미드캡 12호,사모벤처,USD,집행,6,0.5
2025-03-09,지리 미드캡 19호,사모벤처,KRW,집행,6,6
2025-03-09,해운대 물류 13호,부동산,EUR,집행,6,0.4
2025-03-10,한라 메자닌 11호,사모벤처,KRW,분배,19,19
2025-03-10,동해 신재생 16호,인프라,KRW,집행,8,8
2025-03-11,남산 오피스 8호,부동산,EUR,분배,4,0.3
2025-03-11,한강 그로스 14호,사모벤처,USD,분배,11,0.8
2025-03-12,해운대 물류 1호,부동산,KRW,분배,4,4
2025-03-15,설악 바이아웃 15호,사모벤처,USD,분배,3,0.2
2025-03-15,설악 바이아웃 8호,사모벤처,EUR,분배,19,1.4
2025-03-15,해운대 물류 17호,부동산,KRW,집행,16,16
2025-03-17,영남 교통 2호,인프라,USD,분배,5,0.4
2025-03-17,지리 미드캡 12호,사모벤처,USD,분배,24,1.8
2025-03-18,송도 리츠 11호,부동산,USD,집행,8,0.6
2025-03-21,남산 오피스 12호,부동산,USD,분배,4,0.3
2025-03-21,송도 리츠 11호,부동산,USD,분배,3,0.2
2025-03-21,동해 신재생 12호,인프라,KRW,집행,9,9
2025-03-22,설악 바이아웃 22호,사모벤처,USD,집행,46,3.5
2025-03-23,호남 데이터센터 11호,인프라,KRW,집행,7,7
2025-03-24,설악 바이아웃 1호,사모벤처,USD,분배,6,0.5
2025-03-24,판교 코어플러스 14호,부동산,USD,집행,7,0.5
2025-03-25,해운대 물류 13호,부동산,EUR,분배,3,0.2
2025-03-25,한라 메자닌 18호,사모벤처,USD,집행,6,0.5
2025-03-27,서해 에너지 13호,인프라,KRW,집행,6,6
2025-04-03,판교 코어플러스 2호,부동산,USD,분배,3,0.2
2025-04-04,해운대 물류 17호,부동산,KRW,집행,16,16
2025-04-05,지리 미드캡 19호,사모벤처,KRW,집행,8,8
2025-04-07,지리 미드캡 12호,사모벤처,USD,분배,25,1.9
2025-04-07,판교 코어플러스 10호,부동산,KRW,분배,4,4
2025-04-07,설악 바이아웃 29호,사모벤처,USD,집행,15,1.1
2025-04-08,호남 데이터센터 7호,인프라,USD,분배,7,0.5
2025-04-08,태백 세컨더리 30호,사모벤처,USD,약정,530,39.8
2025-04-09,송도 리츠 15호,부동산,KRW,집행,12,12
2025-04-11,오대 스페셜시츄에이션 13호,사모벤처,USD,분배,7,0.5
2025-04-13,백두 벤처 3호,사모벤처,KRW,분배,6,6
2025-04-14,남산 오피스 4호,부동산,KRW,분배,3,3
2025-04-14,지리 미드캡 19호,사모벤처,KRW,분배,9,9
2025-04-14,판교 코어플러스 14호,부동산,USD,집행,6,0.5
2025-04-16,태백 세컨더리 16호,사모벤처,KRW,분배,9,9
2025-04-17,송도 리츠 11호,부동산,USD,분배,4,0.3
2025-04-19,지리 미드캡 26호,사모벤처,KRW,집행,12,12
2025-04-21,판교 코어플러스 18호,부동산,KRW,약정,110,110
2025-04-23,서해 에너지 9호,인프라,KRW,분배,8,8
2025-04-23,태백 세컨더리 9호,사모벤처,KRW,분배,9,9
2025-04-23,해운대 물류 1호,부동산,KRW,분배,5,5
2025-04-23,서해 에너지 17호,인프라,KRW,약정,340,340
2025-04-24,오대 스페셜시츄에이션 27호,사모벤처,KRW,집행,23,23
2025-04-25,판교 코어플러스 14호,부동산,USD,분배,3,0.2
2025-04-25,남산 오피스 16호,부동산,EUR,집행,6,0.4
2025-04-25,호남 데이터센터 11호,인프라,KRW,집행,5,5
2025-05-03,판교 코어플러스 10호,부동산,KRW,분배,6,6
2025-05-03,태백 세컨더리 23호,사모벤처,EUR,집행,70,5.0
2025-05-03,호남 데이터센터 15호,인프라,EUR,집행,43,3.1
2025-05-04,지리 미드캡 26호,사모벤처,KRW,집행,14,14
2025-05-05,해운대 물류 9호,부동산,KRW,분배,5,5
2025-05-07,한라 메자닌 11호,사모벤처,KRW,분배,27,27
2025-05-09,오대 스페셜시츄에이션 27호,사모벤처,KRW,집행,12,12
2025-05-10,백두 벤처 17호,사모벤처,KRW,집행,32,32
2025-05-10,판교 코어플러스 18호,부동산,KRW,집행,6,6
2025-05-10,한라 메자닌 25호,사모벤처,KRW,집행,29,29
2025-05-13,송도 리츠 15호,부동산,KRW,집행,5,5
2025-05-14,태백 세컨더리 16호,사모벤처,KRW,분배,16,16
2025-05-15,남산 오피스 12호,부동산,USD,분배,4,0.3
2025-05-15,한강 그로스 28호,사모벤처,USD,집행,38,2.9
2025-05-15,호남 데이터센터 11호,인프라,KRW,집행,6,6
2025-05-16,설악 바이아웃 29호,사모벤처,USD,집행,9,0.7
2025-05-17,남산 오피스 16호,부동산,EUR,집행,8,0.6
2025-05-17,한강 그로스 14호,사모벤처,USD,집행,10,0.8
2025-05-20,동해 신재생 12호,인프라,KRW,분배,3,3
2025-05-20,동해 신재생 16호,인프라,KRW,집행,13,13
2025-05-23,남산 오피스 16호,부동산,EUR,분배,3,0.2
2025-05-23,백두 벤처 10호,사모벤처,KRW,분배,17,17
2025-05-23,해운대 물류 17호,부동산,KRW,집행,13,13
2025-05-26,영남 교통 10호,인프라,KRW,집행,5,5
2025-06-04,설악 바이아웃 22호,사모벤처,USD,집행,19,1.4
2025-06-04,오대 스페셜시츄에이션 27호,사모벤처,KRW,집행,13,13
2025-06-05,오대 스페셜시츄에이션 13호,사모벤처,USD,집행,11,0.8
2025-06-05,해운대 물류 17호,부동산,KRW,집행,9,9
2025-06-06,지리 미드캡 26호,사모벤처,KRW,집행,12,12
2025-06-08,태백 세컨더리 9호,사모벤처,KRW,분배,22,22
2025-06-09,호남 데이터센터 7호,인프라,USD,분배,4,0.3
2025-06-10,남산 오피스 12호,부동산,USD,분배,4,0.3
2025-06-10,동해 신재생 12호,인프라,KRW,분배,6,6
2025-06-10,영남 교통 10호,인프라,KRW,분배,3,3
2025-06-11,서해 에너지 9호,인프라,KRW,집행,5,5
2025-06-11,태백 세컨더리 16호,사모벤처,KRW,집행,8,8
2025-06-12,영남 교통 14호,인프라,EUR,집행,29,2.1
2025-06-12,호남 데이터센터 11호,인프라,KRW,집행,7,7
2025-06-14,한강 그로스 7호,사모벤처,KRW,분배,18,18
2025-06-14,송도 리츠 19호,부동산,USD,약정,170,12.9
2025-06-14,호남 데이터센터 15호,인프라,EUR,집행,10,0.7
2025-06-17,설악 바이아웃 8호,사모벤처,EUR,분배,10,0.7
2025-06-17,한라 메자닌 18호,사모벤처,USD,분배,6,0.5
2025-06-19,서해 에너지 17호,인프라,KRW,집행,21,21
2025-06-19,한강 그로스 21호,사모벤처,EUR,집행,40,2.8
2025-06-20,송도 리츠 3호,부동산,KRW,분배,3,3
2025-06-20,동해 신재생 16호,인프라,KRW,집행,8,8
2025-06-21,백두 벤처 24호,사모벤처,USD,집행,31,2.4
2025-06-22,오대 스페셜시츄에이션 20호,사모벤처,KRW,분배,11,11
2025-06-23,지리 미드캡 19호,사모벤처,KRW,집행,13,13
2025-06-25,한강 그로스 28호,사모벤처,USD,집행,14,1.1
2025-06-27,한라 메자닌 25호,사모벤처,KRW,집행,13,13
2025-07-03,서해 에너지 13호,인프라,KRW,집행,28,28
2025-07-03,태백 세컨더리 23호,사모벤처,EUR,집행,26,1.8
2025-07-06,남산 오피스 16호,부동산,EUR,집행,13,0.9
2025-07-06,한강 그로스 21호,사모벤처,EUR,집행,10,0.7
2025-07-07,호남 데이터센터 15호,인프라,EUR,집행,8,0.6
2025-07-08,해운대 물류 1호,부동산,KRW,분배,3,3
2025-07-11,동해 신재생 8호,인프라,KRW,집행,12,12
2025-07-12,판교 코어플러스 18호,부동산,KRW,집행,9,9
2025-07-13,설악 바이아웃 15호,사모벤처,USD,분배,7,0.5
2025-07-14,설악 바이아웃 8호,사모벤처,EUR,분배,12,0.8
2025-07-15,백두 벤처 31호,사모벤처,EUR,약정,430,30.4
2025-07-15,동해 신재생 16호,인프라,KRW,집행,7,7
2025-07-17,남산 오피스 16호,부동산,EUR,분배,3,0.2
2025-07-17,동해 신재생 8호,인프라,KRW,분배,4,4
2025-07-17,호남 데이터센터 11호,인프라,KRW,분배,12,12
2025-07-18,설악 바이아웃 1호,사모벤처,USD,분배,7,0.5
2025-07-19,영남 교통 2호,인프라,USD,분배,4,0.3
2025-07-19,동해 신재생 12호,인프라,KRW,집행,12,12
2025-07-21,송도 리츠 11호,부동산,USD,분배,4,0.3
2025-07-21,오대 스페셜시츄에이션 27호,사모벤처,KRW,집행,8,8
2025-07-22,송도 리츠 3호,부동산,KRW,분배,3,3
2025-07-23,태백 세컨더리 9호,사모벤처,KRW,분배,14,14
2025-07-24,해운대 물류 17호,부동산,KRW,집행,6,6
2025-07-25,판교 코어플러스 6호,부동산,KRW,분배,3,3
2025-07-25,서해 에너지 17호,인프라,KRW,집행,11,11
2025-07-27,지리 미드캡 26호,사모벤처,KRW,집행,13,13
2025-07-27,태백 세컨더리 30호,사모벤처,USD,집행,35,2.7
2025-08-03,남산 오피스 16호,부동산,EUR,분배,3,0.2
2025-08-03,한라 메자닌 32호,사모벤처,USD,약정,520,39.4
2025-08-05,태백 세컨더리 23호,사모벤처,EUR,집행,12,0.9
2025-08-05,태백 세컨더리 30호,사모벤처,USD,집행,17,1.3
2025-08-06,태백 세컨더리 9호,사모벤처,KRW,분배,22,22
2025-08-06,호남 데이터센터 7호,인프라,USD,분배,6,0.5
2025-08-08,한강 그로스 7호,사모벤처,KRW,분배,21,21
2025-08-09,설악 바이아웃 8호,사모벤처,EUR,분배,15,1.1
2025-08-09,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,52,52
2025-08-09,호남 데이터센터 15호,인프라,EUR,집행,8,0.6
2025-08-10,남산 오피스 8호,부동산,EUR,분배,4,0.3
2025-08-10,판교 코어플러스 18호,부동산,KRW,집행,6,6
2025-08-10,한강 그로스 21호,사모벤처,EUR,집행,10,0.7
2025-08-11,해운대 물류 9호,부동산,KRW,분배,4,4
2025-08-12,백두 벤처 10호,사모벤처,KRW,분배,21,21
2025-08-12,송도 리츠 15호,부동산,KRW,집행,5,5
2025-08-13,백두 벤처 17호,사모벤처,KRW,분배,22,22
2025-08-13,서해 에너지 9호,인프라,KRW,분배,7,7
2025-08-13,오대 스페셜시츄에이션 6호,사모벤처,KRW,분배,18,18
2025-08-13,호남 데이터센터 11호,인프라,KRW,집행,6,6
2025-08-15,설악 바이아웃 29호,사모벤처,USD,집행,36,2.7
2025-08-17,태백 세컨더리 16호,사모벤처,KRW,분배,20,20
2025-08-17,판교 코어플러스 6호,부동산,KRW,분배,3,3
2025-08-17,오대 스페셜시츄에이션 27호,사모벤처,KRW,집행,8,8
2025-08-18,송도 리츠 19호,부동산,USD,집행,12,0.9
2025-08-19,호남 데이터센터 11호,인프라,KRW,분배,9,9
2025-08-20,서해 에너지 5호,인프라,USD,분배,3,0.2
2025-08-20,영남 교통 2호,인프라,USD,분배,3,0.2
2025-08-20,해운대 물류 1호,부동산,KRW,분배,3,3
2025-08-21,서해 에너지 17호,인프라,KRW,집행,9,9
2025-08-24,지리 미드캡 5호,사모벤처,KRW,분배,13,13
2025-08-25,판교 코어플러스 14호,부동산,USD,분배,4,0.3
2025-08-25,남산 오피스 20호,부동산,KRW,약정,170,170
2025-08-25,남산 오피스 16호,부동산,EUR,집행,8,0.6
2025-08-26,백두 벤처 24호,사모벤처,USD,집행,24,1.8
2025-08-26,백두 벤처 31호,사모벤처,EUR,집행,9,0.6
2025-08-26,태백 세컨더리 16호,사모벤처,KRW,집행,6,6
2025-08-27,서해 에너지 1호,인프라,EUR,분배,4,0.3
2025-08-27,오대 스페셜시츄에이션 20호,사모벤처,KRW,분배,9,9
2025-08-27,판교 코어플러스 2호,부동산,USD,분배,5,0.4
2025-08-27,한라 메자닌 25호,사모벤처,KRW,집행,27,27
2025-09-04,영남 교통 6호,인프라,USD,분배,4,0.3
2025-09-04,태백 세컨더리 9호,사모벤처,KRW,분배,23,23
2025-09-04,판교 코어플러스 6호,부동산,KRW,분배,3,3
2025-09-07,남산 오피스 20호,부동산,KRW,집행,10,10
2025-09-07,호남 데이터센터 15호,인프라,EUR,집행,12,0.9
2025-09-09,한라 메자닌 18호,사모벤처,USD,집행,7,0.5
2025-09-10,호남 데이터센터 11호,인프라,KRW,분배,7,7
2025-09-10,동해 신재생 16호,인프라,KRW,집행,16,16
2025-09-11,송도 리츠 3호,부동산,KRW,분배,3,3
2025-09-11,태백 세컨더리 30호,사모벤처,USD,집행,11,0.8
2025-09-11,한강 그로스 28호,사모벤처,USD,집행,43,3.2
2025-09-12,영남 교통 2호,인프라,USD,분배,3,0.2
2025-09-12,해운대 물류 1호,부동산,KRW,분배,5,5
2025-09-14,동해 신재생 12호,인프라,KRW,분배,5,5
2025-09-14,한라 메자닌 25호,사모벤처,KRW,집행,14,14
2025-09-15,태백 세컨더리 23호,사모벤처,EUR,집행,6,0.4
2025-09-16,백두 벤처 31호,사모벤처,EUR,집행,11,0.8
2025-09-16,서해 에너지 13호,인프라,KRW,집행,15,15
2025-09-17,설악 바이아웃 22호,사모벤처,USD,분배,13,1.0
2025-09-18,송도 리츠 11호,부동산,USD,분배,4,0.3
2025-09-18,영남 교통 18호,인프라,USD,약정,370,27.9
2025-09-19,한라 메자닌 4호,사모벤처,USD,분배,14,1.1
2025-09-21,설악 바이아웃 29호,사모벤처,USD,집행,12,0.9
2025-09-22,판교 코어플러스 10호,부동산,KRW,분배,4,4
2025-09-23,오대 스페셜시츄에이션 13호,사모벤처,USD,분배,14,1.1
2025-09-23,판교 코어플러스 2호,부동산,USD,분배,4,0.3
2025-09-24,지리 미드캡 26호,사모벤처,KRW,집행,20,20
2025-09-24,판교 코어플러스 18호,부동산,KRW,집행,6,6
2025-09-25,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,9,9
2025-09-25,오대 스페셜시츄에이션 27호,사모벤처,KRW,집행,11,11
2025-09-26,남산 오피스 12호,부동산,USD,분배,3,0.2
2025-09-26,백두 벤처 17호,사모벤처,KRW,분배,7,7
2025-09-26,판교 코어플러스 14호,부동산,USD,분배,3,0.2
2025-09-26,남산 오피스 16호,부동산,EUR,집행,6,0.4
2025-09-27,남산 오피스 4호,부동산,KRW,분배,3,3
2025-09-27,설악 바이아웃 22호,사모벤처,USD,집행,16,1.2
2025-10-03,설악 바이아웃 22호,사모벤처,USD,집행,6,0.4
2025-10-05,태백 세컨더리 30호,사모벤처,USD,집행,14,1.0
2025-10-06,오대 스페셜시츄에이션 20호,사모벤처,KRW,분배,13,13
2025-10-06,호남 데이터센터 11호,인프라,KRW,집행,7,7
2025-10-07,동해 신재생 8호,인프라,KRW,분배,5,5
2025-10-07,서해 에너지 9호,인프라,KRW,분배,9,9
2025-10-07,오대 스페셜시츄에이션 27호,사모벤처,KRW,집행,13,13
2025-10-08,송도 리츠 15호,부동산,KRW,집행,5,5
2025-10-09,송도 리츠 3호,부동산,KRW,분배,3,3
2025-10-09,지리 미드캡 26호,사모벤처,KRW,집행,10,10
2025-10-11,남산 오피스 16호,부동산,EUR,집행,7,0.5
2025-10-12,오대 스페셜시츄에이션 13호,사모벤처,USD,분배,16,1.2
2025-10-13,해운대 물류 17호,부동산,KRW,집행,27,27
2025-10-14,한강 그로스 21호,사모벤처,EUR,분배,19,1.4
2025-10-15,설악 바이아웃 29호,사모벤처,USD,집행,14,1.0
2025-10-15,호남 데이터센터 15호,인프라,EUR,집행,9,0.6
2025-10-17,태백 세컨더리 9호,사모벤처,KRW,분배,12,12
2025-10-17,해운대 물류 9호,부동산,KRW,분배,3,3
2025-10-17,호남 데이터센터 7호,인프라,USD,분배,6,0.4
2025-10-19,영남 교통 6호,인프라,USD,분배,4,0.3
2025-10-19,동해 신재생 16호,인프라,KRW,집행,10,10
2025-10-19,영남 교통 18호,인프라,USD,집행,11,0.8
2025-10-20,한강 그로스 14호,사모벤처,USD,분배,5,0.4
2025-10-21,남산 오피스 20호,부동산,KRW,집행,10,10
2025-10-21,지리 미드캡 19호,사모벤처,KRW,집행,14,14
2025-10-22,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,10,10
2025-10-22,태백 세컨더리 23호,사모벤처,EUR,집행,9,0.6
2025-10-24,남산 오피스 8호,부동산,EUR,분배,4,0.3
2025-10-24,서해 에너지 1호,인프라,EUR,분배,6,0.4
2025-10-26,판교 코어플러스 18호,부동산,KRW,집행,5,5
2025-10-27,태백 세컨더리 16호,사모벤처,KRW,집행,5,5
2025-11-03,백두 벤처 17호,사모벤처,KRW,분배,13,13
2025-11-05,오대 스페셜시츄에이션 20호,사모벤처,KRW,분배,23,23
2025-11-05,남산 오피스 16호,부동산,EUR,집행,8,0.6
2025-11-05,한라 메자닌 25호,사모벤처,KRW,집행,30,30
2025-11-06,동해 신재생 4호,인프라,USD,분배,3,0.2
2025-11-06,지리 미드캡 12호,사모벤처,USD,분배,14,1.0
2025-11-06,해운대 물류 1호,부동산,KRW,분배,5,5
2025-11-07,송도 리츠 19호,부동산,USD,집행,19,1.4
2025-11-08,호남 데이터센터 15호,인프라,EUR,집행,8,0.6
2025-11-09,송도 리츠 3호,부동산,KRW,분배,3,3
2025-11-10,설악 바이아웃 29호,사모벤처,USD,집행,12,0.9
2025-11-10,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,7,7
2025-11-12,판교 코어플러스 18호,부동산,KRW,집행,6,6
2025-11-13,태백 세컨더리 9호,사모벤처,KRW,분배,25,25
2025-11-13,영남 교통 18호,인프라,USD,집행,8,0.6
2025-11-14,한라 메자닌 18호,사모벤처,USD,분배,7,0.5
2025-11-14,영남 교통 14호,인프라,EUR,집행,31,2.2
2025-11-15,영남 교통 2호,인프라,USD,분배,3,0.2
2025-11-15,한라 메자닌 11호,사모벤처,KRW,분배,21,21
2025-11-15,태백 세컨더리 23호,사모벤처,EUR,집행,8,0.6
2025-11-16,설악 바이아웃 1호,사모벤처,USD,분배,3,0.2
2025-11-17,동해 신재생 12호,인프라,KRW,분배,3,3
2025-11-17,해운대 물류 17호,부동산,KRW,분배,3,3
2025-11-18,서해 에너지 1호,인프라,EUR,분배,5,0.4
2025-11-18,태백 세컨더리 2호,사모벤처,KRW,분배,12,12
2025-11-18,남산 오피스 20호,부동산,KRW,집행,7,7
2025-11-18,태백 세컨더리 30호,사모벤처,USD,집행,13,1.0
2025-11-19,판교 코어플러스 2호,부동산,USD,분배,4,0.3
2025-11-22,동해 신재생 16호,인프라,KRW,집행,8,8
2025-11-24,서해 에너지 13호,인프라,KRW,집행,15,15
2025-11-24,한강 그로스 28호,사모벤처,USD,집행,29,2.1
2025-11-26,영남 교통 6호,인프라,USD,분배,7,0.5
2025-11-27,동해 신재생 12호,인프라,KRW,집행,9,9
2025-11-27,한라 메자닌 32호,사모벤처,USD,집행,31,2.3
2025-12-03,한라 메자닌 4호,사모벤처,USD,분배,14,1.0
2025-12-03,한라 메자닌 32호,사모벤처,USD,집행,11,0.8
2025-12-03,호남 데이터센터 15호,인프라,EUR,집행,7,0.5
2025-12-04,한강 그로스 14호,사모벤처,USD,분배,9,0.7
2025-12-04,해운대 물류 9호,부동산,KRW,분배,3,3
2025-12-04,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,7,7
2025-12-06,오대 스페셜시츄에이션 6호,사모벤처,KRW,분배,7,7
2025-12-06,서해 에너지 17호,인프라,KRW,집행,31,31
2025-12-07,동해 신재생 4호,인프라,USD,분배,3,0.2
2025-12-07,백두 벤처 31호,사모벤처,EUR,집행,34,2.4
2025-12-07,송도 리츠 19호,부동산,USD,집행,6,0.4
